品牌,店名,地址,電話
台灣第一味,清水中山店,台中市清水區中山路271號,04-26222958
台灣第一味,清水五權店,台中市清水區五權東路85號,04-2623-2987
台灣第一味,清水五權店,台中市清水區五權東路85號(西寧國小斜對面),04-26232987
台灣第一味,潭子潭子店,台中市潭子區勝利路233號,04-2534-5388
台灣第一味,潭子潭興店,台中市潭子區潭興路二段375號,04-2538-5880
台灣第一味,潭子頭張店,台中市潭子區頭張路一段149號,04-2533-7990
台灣第一味,烏日中山店,台中市烏日區中山路二段205號,04-2336-5700
台灣第一味,台中石岡店,台中市石岡區豐勢路752號,04-25821889
台灣第一味,台中石岡店,台中市石岡區豐勢路752號平時900-2130,04-2582-1889
台灣第一味,神岡社口店,台中市神岡區中山路500號,04-2562-5562
台灣第一味,神岡社口店,台中市神岡區社口里中山路500號,04-2562-5562
台灣第一味,神岡豐洲店,台中市神岡區豐洲路517號,04-2523-6799
台灣第一味,台中公館店,台中市西區南屯路一段36-2號,04-2375-2118
台灣第一味,台中大墩店,台中市西區大墩路867號,04-23208850
台灣第一味,台中中港店,台中市西區太原路一段2-2號,04-2314-2779
台灣第一味,台中中港店,台中市西區太原路一段2之2號,04-2314-2779
台灣第一味,台中民生店,台中市西區民生路124-4號,04-2222-1887
台灣第一味,台中精誠店,台中市西區精誠路75號,04-2320-5150
台灣第一味,台中美村店,台中市西區美村路一段258號,04-23017070
台灣第一味,台中中清店,台中市西屯區中清路二段1096號,04-2425-1100
台灣第一味,台中中清店,台中市西屯區中清路二段1370號,04-2425-1100
台灣第一味,台中西屯2店,台中市西屯區西屯二段30-3號,04-23178997
台灣第一味,台中西屯店,台中市西屯區西屯路三段155巷2號,04-2462-2211
台灣第一味,台中西屯2店,台中市西屯區西屯路二段30-3號,04-2317-8997
台灣第一味,台中朝馬店,台中市西屯區黎明路三段20號,04-2451-4288
台灣第一味,豐原三民店,台中市豐原區三民路121號,04-2515-7766
台灣第一味,豐原三豐店,台中市豐原區三豐路745-3號,04-2522-1555
台灣第一味,豐原車站店,台中市豐原區中正路1-1號（豐原火車站大廳）,04-2515-0508
台灣第一味,豐原中正店,台中市豐原區中正路354號,04-2525-5388
台灣第一味,豐原水源店,台中市豐原區水源路137號,04-25250886
台灣第一味,豐原水源店,台中市豐原區水源路137號(1000～2200(無特定店休),04-2525-0886
台灣第一味,豐原豐勢店,台中市豐原區豐勢路二段760號,04-25132708
台灣第一味,豐原豐南店,台中市豐原區豐南街154號,04-2522-2861
台灣第一味,豐原豐東店,台中市豐原區豐東路75-8號,04-2524-8866
台灣第一味,霧峰亞大店,台中市霧峰區柳豐路340號,04-23333363
台灣第一味,霧峰樹仁店,台中市霧峰區樹仁路74號,04-2333-3393
台灣第一味,台中東海店,台中市龍井區新東里台灣大道五段3巷11號,04-26314872
台灣第一味,龍井沙田店,台中市龍井區沙田路六段319號,04-2636-9678
COMEBUY,台中興大(研磨咖啡)店,台中市南區學府路50號,04-2285-1108
CupC,台中漢口店,台中市西屯區漢口路二段241號,04-2316-6052
清心福全,台中西區民生店,台中市中區中正路175號,04-22298585
清心福全,台中中區中華店,台中市中區中華路二段34號,04-22012965
清心福全,台中中區建國店,台中市中區建國路157號,04-22257688
清心福全,台中北區三民店,台中市北區三民路三段257號,04-22339536
清心福全,台中北區五權店,台中市北區五權路284號,04-22065718
清心福全,台中北區五常店,台中市北區健行路445-9號,04-22073211
清心福全,台中太平新門市,台中市北區北區太平路127號,04-22290399
清心福全,台中北區北屯店,台中市北區北屯路14-4號,04-22377722
清心福全,台中北區立人店,台中市北區北平路二段19號,04-22922186
清心福全,台中北區大雅店,台中市北區大雅路324號,04-22087111
清心福全,台中北區民權店,台中市北區民權路472-6號,04-22071588
清心福全,台中北區德化店,台中市北區永興街103號,04-22303038
清心福全,台中漢口店,台中市北區漢口路三段102號,04-22928358
清心福全,台中北區永興店,台中市北區漢口路四段248號,04-22306516
清心福全,台中北屯崇德店,台中市北區精武路228號,04-22151122
清心福全,台中北區育才北店,台中市北區育才北路12號,04-22258763
清心福全,台中北區忠明店,台中市北區西屯路一段420號,04-22067769
清心福全,台中北區自強店,台中市北區進化路347號,04-23606628
清心福全,台中北屯中清店,台中市北屯區中清路38-2號,04-22991305
清心福全,台中北屯北平店,台中市北屯區北平路三段151號,04-22347768
清心福全,台中北屯后庄店,台中市北屯區后庄路22號,04-24258822
清心福全,台中北屯四平店,台中市北屯區后庄路71-3號,04-24226883
清心福全,北屯大連店,台中市北屯區大連路一段345號,04-22936622
清心福全,台中大鵬店,台中市北屯區大鵬路62號,04-22968966
清心福全,台中太原店,台中市北屯區太原路三段199號,04-22317171
清心福全,台中北屯豐樂店,台中市北屯區崇德路三段602號,04-24212138
清心福全,台中北屯區昌平店,台中市北屯區昌平路一段250-1號,04-22322998
清心福全,台中北平二店,台中市北屯區昌平路二段2-49號,04-22411258
清心福全,台中北屯東山二店,台中市北屯區東山路一段156號,04-24350099
清心福全,台中北屯區遼寧店,台中市北屯區松竹路二段169號,04-22465578
清心福全,台中北屯松竹店,台中市北屯區松竹路二段376號,04-22491191
清心福全,台中熱河店,台中市北屯區熱河路二段180號,04-22470776
清心福全,台中北屯興安店,台中市北屯區興安路一段273號,04-22462618
清心福全,台中北屯東山店,台中市北屯區軍功路二段102號,04-22399916
清心福全,台中南區南門店,台中市南區南門路128號,04-22856262
清心福全,台中南區國光店,台中市南區國光路156-3號,04-22850893
清心福全,台中南區大慶店,台中市南區大慶街二段11號,04-22627938
清心福全,台中南區工學店,台中市南區工學路147號,04-22611711
清心福全,台中南區忠孝店,台中市南區忠孝路186號,04-22812121
清心福全,台中南區健康店,台中市南區美村南路19號,04-22651117
清心福全,台中南區高工店,台中市南區高工路287號,04-22625611
清心福全,台中高工門市,台中市南區高工路321號,04-22602277
清心福全,台中南屯寶山店,台中市南屯區五權西路三段97號,04-23820569
清心福全,台中南屯區南屯店,台中市南屯區南屯路二段105號,04-24755185
清心福全,台中南屯向心南店,台中市南屯區向心南路956號,04-24758366
清心福全,台中南屯萬壽店,台中市南屯區大墩路465號,04-23293366
清心福全,台中南屯大業店,台中市南屯區大業路277號,04-23288982
清心福全,台中南屯文山店,台中市南屯區忠勇路99-1號,04-23801885
清心福全,台中南屯東興店,台中市南屯區東興路二段270號,04-24725212
清心福全,台中南屯永春南店,台中市南屯區永春南路68號,04-23800371
清心福全,台中南屯黎明店,台中市南屯區黎明路一段118號,04-24701935
清心福全,台中南屯永鎮店,台中市南屯區黎明路一段942-2號,04-23809911
清心福全,台中南屯三厝二店,台中市南屯區黎明路二段323號,04-22546616
清心福全,后里公安店,台中市后里區公安路56號,04-25588827
清心福全,后里甲后店,台中市后里區甲后路442號,04-25567995
清心福全,外埔甲后店,台中市外埔區甲后路717號,04-26801965
清心福全,大甲光明店,台中市大甲區光明路19號,04-26761186
清心福全,大甲蔣公店,台中市大甲區蔣公路223號,04-26882861
清心福全,大甲通天店,台中市大甲區通天路218號,04-26811618
清心福全,大甲青年店,台中市大甲區青年路55號,04-26817080
清心福全,大甲順天店,台中市大甲區順天路193號,04-26881565
清心福全,大肚沙田二店,台中市大肚區沙田路一段327號,04-26932067
清心福全,大肚沙田店,台中市大肚區沙田路二段548-2號,04-26990986
清心福全,大肚遊園二店,台中市大肚區遊園路二段37號,04-26911908
清心福全,大里中興店,台中市大里區中興路二段183-7號,04-24817168
清心福全,大里中興二店,台中市大里區中興路二段588號,04-24852666
清心福全,大里仁化店,台中市大里區仁化路200-5號,04-24938538
清心福全,大里仁愛店,台中市大里區仁化路458-3號,04-24920357
清心福全,大里塗城店,台中市大里區塗城路561號,04-24966778
清心福全,大里鳳城店,台中市大里區塗城路950號,04-24969891
清心福全,大里大明店,台中市大里區大明路288號,04-24824888
清心福全,大里國光店,台中市大里區大里路238號,04-24079118
清心福全,大里爽文店,台中市大里區大里路408-1號,04-24073218
清心福全,大里新仁店,台中市大里區新仁路一段123-9號,04-22759299
清心福全,大里東榮店,台中市大里區東榮路103號,04-24870618
清心福全,大雅中清店,台中市大雅區中清路四段283號,04-25608516
清心福全,大雅學府店,台中市大雅區學府路162號,04-25652776
清心福全,大雅民生店,台中市大雅區民生路一段185號,04-25602727
清心福全,大雅永和店,台中市大雅區永和路142-15號,04-25692373
清心福全,大雅雅潭店,台中市大雅區雅潭路四段48號,04-25652278
清心福全,大雅雅環店,台中市大雅區雅環路一段325號,04-25603586
清心福全,太平勤益店,台中市太平區中山路一段272號,04-23918688
清心福全,太平中山店,台中市太平區中山路三段54號,04-23922182
清心福全,太平新福店,台中市太平區中山路四段143號,04-23980300
清心福全,太平新福新門市,台中市太平區中山路四段203號,04-23950022
清心福全,太平中興店,台中市太平區中興路140號,04-23511776
清心福全,太平光興店,台中市太平區光興路640號,04-22715122
清心福全,台中太平店,台中市太平區太平路156號,04-22758779
清心福全,太平新平店,台中市太平區新平路二段83號,04-22755895
清心福全,太平東平店,台中市太平區東平路495號,04-22730369
清心福全,太平樹孝店,台中市太平區樹孝路95號,04-23937717
清心福全,太平廣三店,台中市太平區樹德路233號,04-23950077
清心福全,新社興安路,台中市新社區興安路18-40號,04-25823417
清心福全,東勢中山店,台中市東勢區中山路58號,04-25875779
清心福全,東勢豐勢店,台中市東勢區豐勢路68號,04-25888279
清心福全,台中東區十甲店,台中市東區十甲路412號,04-22152516
清心福全,台中東區大智店,台中市東區大智路59號,04-22258299
清心福全,台中東區建成店,台中市東區建成路661號,04-22810599
清心福全,台中東區復興店,台中市東區復興路四段147號,04-22218893
清心福全,台中振興門市,台中市東區振興路359號,04-22151815
清心福全,台中東區樂成店,台中市東區樂業路198號,04-22115329
清心福全,台中東區樂業店,台中市東區樂業路449號,04-22151815
清心福全,梧棲中央店,台中市梧棲區中央路一段914-3號,04-26581569
清心福全,梧棲文化店,台中市梧棲區文化路二段268號,04-26571693
清心福全,沙鹿竹林店,台中市沙鹿區中山路184號,04-26633939
清心福全,沙鹿中山店,台中市沙鹿區中山路613號,04-26657136
清心福全,沙鹿中興店,台中市沙鹿區中興路430,04-26368327
清心福全,沙鹿光華店,台中市沙鹿區光華路345號,04-26656136
清心福全,沙鹿鎮南店,台中市沙鹿區興安路1號,04-26367373
清心福全,沙鹿靜宜店,台中市沙鹿區英才路11-2號,04-26523388
清心福全,清水中山店,台中市清水區中山路199號,04-26222867
清心福全,清水中華店,台中市清水區中華路470號,04-26223673
清心福全,潭子光陽店,台中市潭子區光陽路36號,04-25362558
清心福全,潭子勝利店,台中市潭子區勝利路127號,04-25355829
清心福全,潭子大新店,台中市潭子區大新路88號,04-25361356
清心福全,潭子東寶店,台中市潭子區大明一路1號,04-25341422
清心福全,潭子興華店,台中市潭子區大豐路三段62號,04-25317571
清心福全,潭子榮興店,台中市潭子區榮興街47號,04-25359171
清心福全,潭子祥和店,台中市潭子區祥和路167號,04-25390099
清心福全,潭子豐興店,台中市潭子區豐興路一段467號,04-25395345
清心福全,潭子雅潭店,台中市潭子區雅潭路一段131號,04-25332386
清心福全,潭子頭張店,台中市潭子區頭張路一段42號,04-25341917
清心福全,烏日成功店,台中市烏日區中山路3段593號,04-23365899
清心福全,烏日中山店,台中市烏日區中山路一段310號,04-23375661
清心福全,烏日中華店,台中市烏日區中華路581號,04-23388978
清心福全,烏日溪南店,台中市烏日區溪南路一段630號,04-23355861
清心福全,神岡中山店,台中市神岡區中山路1436號,04-25626969
清心福全,台中神岡大州,台中市神岡區大洲路313號,04-25227575
清心福全,神岡民生店,台中市神岡區民生路27號,04-25626569
清心福全,台中神岡豐洲店,台中市神岡區豐洲路186號,04-25122805
清心福全,台中西區五權二店,台中市西區五權路56-2號,04-22050266
清心福全,台中西區公益店,台中市西區公益路188-3號,04-23261900
清心福全,台中向上店,台中市西區向上路一段235號,04-23016060
清心福全,台中西區林森店,台中市西區林森路249號,04-23718116
清心福全,台中精誠新,台中市西區精誠路232號,04-23208812
清心福全,台中西區公正店,台中市西區美村路一段229號,04-23020918
清心福全,台中美村店,台中市西區美村路一段666號,04-23785129
清心福全,台中西區忠誠店,台中市西區美村路一段85號,04-23194589
清心福全,台中西屯中工店,台中市西屯區中工三路163號,04-23588876
清心福全,台中西屯中康店,台中市西屯區中清路176之1-13號,04-24256622
清心福全,台中西屯大墩店,台中市西屯區大墩路864號,04-23207668
清心福全,台中西屯工業店,台中市西屯區工業一路98號,04-23591618
清心福全,台中西屯市政店,台中市西屯區市政路614號,04-22515176
清心福全,台中西屯櫻花店,台中市西屯區櫻花路86號,04-23176122
清心福全,西屯店,台中市西屯區河南路二段229號,04-24527812
清心福全,台中西屯河南店,台中市西屯區河南路二段471-3號,04-27080185
清心福全,台中西屯大信二店,台中市西屯區甘肅路一段188號,04-23153711
清心福全,台中西屯福星北店,台中市西屯區福星路325號,04-27061388
清心福全,台中西屯福星二店,台中市西屯區福星路583號,04-24515666
清心福全,台中西屯福星店,台中市西屯區福星路596號,04-27081717
清心福全,台中西屯福科店,台中市西屯區福科路925號,04-24632258
清心福全,台中西屯福林二店,台中市西屯區西屯路3段166之19號,04-24652286
清心福全,西屯福林店,台中市西屯區西屯路三段151-7號,04-24632168
清心福全,台中大信店,台中市西屯區西屯路二段21-1號,04-23132686
清心福全,西屯二店,台中市西屯區西屯路二段296-3號,04-27072876
清心福全,豐原三民店,台中市豐原區三民路111號,04-25256115
清心福全,豐原三豐店,台中市豐原區三豐路704號,04-25150558
清心福全,豐原豐大店,台中市豐原區中正路688號,04-25238566
清心福全,豐原中正店,台中市豐原區中正路729號,04-25270175
清心福全,豐原南陽店,台中市豐原區南陽路406號,04-25224868
清心福全,豐原市前店,台中市豐原區市前街9號,04-25207829
清心福全,豐原成功門市,台中市豐原區成功路173號,04-25121265
清心福全,豐原水源店,台中市豐原區水源路213號,04-25255538
清心福全,豐原田心店,台中市豐原區田心路二段188號,04-25151885
清心福全,石岡豐勢店,台中市豐原區豐勢路二段766號,04-25821168
清心福全,豐原豐東店,台中市豐原區豐東路212號,04-25283916
清心福全,霧峰德維店,台中市霧峰區中正路1118號,04-23311166
清心福全,霧峰中正店,台中市霧峰區中正路822號,04-23331658
清心福全,霧峰四德店,台中市霧峰區四德路350號,04-23319911
清心福全,霧峰樹仁店,台中市霧峰區四德路56號,04-23318898
清心福全,霧峰民生店,台中市霧峰區民生路268號,04-23326681
清心福全,龍井中央店,台中市龍井區中央路二段239號,04-26380783
清心福全,龍井國際店,台中市龍井區國際街149號,04-26338867
清心福全,龍井新興店,台中市龍井區新興路38-5號,04-26521766
清心福全,龍井遊園店,台中市龍井區遊園南路151號,04-26529779
清玉,台中中正店,台中市中區中正路23號,04-2223-5521
清玉,台中水湳店,台中市北屯區中清路71號,04-2298-3838
清玉,台中昌平店,台中市北屯區昌平路一段284號,04-2242-7789
清玉,台中東山店,台中市北屯區東山路1段289之7號,04-24390568
清玉,台中忠孝店,台中市南區忠孝路128號,04-2285-7123
清玉,台中大墩店,台中市南屯區大墩十一街288號,04-2320-6779
清玉,台中嶺東店,台中市南屯區永春南路80號,04-2380-5223
清玉,台中黎南店,台中市南屯區黎明路一段1129號,04-2382-1771
清玉,台中黎明店,台中市南屯區黎明路二段342號,04-2252-1178
清玉,大甲順天店,台中市大甲區順天路167號,04-2686-1899
清玉,大肚沙田店,台中市大肚區沙田路二段744號,04-26999919
清玉,大里中興店,台中市大里區中興路2段165號,待回報
清玉,大里塗城店,台中市大里區中興路一段330號,04-2492-0963
清玉,台中清泉崗店,台中市大雅區中清路四段289-1號,04-2566-3362
清玉,大雅民生店,台中市大雅區民生路一段27號,04-2568-6025
清玉,太平新高店,台中市太平區中山路4段51號,04-23921919
清玉,台中勤益店,台中市太平區中山路一段247號,04-23938662
清玉,太平中山店,台中市太平區中山路四段184號,04-2395-8822
清玉,台中大智店,台中市東區大智路5號,04-2221-1868
清玉,台中梧棲店,台中市梧棲區文化路二段157號,04-2657-6838
清玉,沙鹿巨業店,台中市沙鹿區中山路266號,04-2665-2777
清玉,台中清水店,台中市清水區中山路267號,04-2622-2185
清玉,潭子勝利店,台中市潭子區勝利路315號,04-2531-1818
清玉,烏日明道店,台中市烏日區中山路一段470號,04-2337-8489
清玉,烏日溪南店,台中市烏日區溪南路一段612號,04-2335-5422
清玉,神岡中山店,台中市神岡區中山路480號,04-2562-7500
清玉,神岡豐洲店,台中市神岡區豐洲路458號,04-2525-0566
清玉,台中健行店,台中市西區健行路599號,04-22077889
清玉,台中民生店,台中市西區民生路153-1號,04-2225-2576
清玉,台中勤美店,台中市西區美村路一段163號,04-2326-1228
清玉,台中美村店,台中市西區美村路一段574之3號,04-23781788
清玉,台中世貿店,台中市西屯區中工三路71-1號,04-2355-2388
清玉,台中福星2店,台中市西屯區福星路332-1號,04-24515158
清玉,台中福星1店,台中市西屯區福星路649號,04-2452-6425
清玉,台中中科店,台中市西屯區西屯路三段150-56號,04-2463-8188
清玉,台中西屯店,台中市西屯區西屯路三段34-1號,04-2708-1010
清玉,台中朝馬店,台中市西屯區黎明路二段903號,04-2259-1008
清玉,豐原博愛店,台中市豐原區博愛街55號,04-2520-2255
清玉,台中國際店,台中市龍井區國際街150號,04-2631-2345
清玉,台中東海店,台中市龍井區臺灣大道五段3巷49號,04-2633-0789
清玉,台中青海店,台中西屯區漢口路二段2號,04-2314-5799
喫茶趣,自由店,台中市中區自由路二段71號,04-2224-5761
喫茶趣,大墩店,台中市南屯區大墩路791號,04-2328-2695
喫茶趣,台中港三井店,台中市梧棲區台灣大道十段168號2樓(誠品書店內),04-2656-7505
喫茶趣,美村店,台中市西區美村路1段58號,04-2327-3300
喫茶趣,美村店,台中市西區美村路一段58號,04-2327-3300
喫茶趣,台中老虎城店,台中市西屯區TigerCity老虎城河南路三段120號,04-3606-8899
喫茶趣,台中大遠百店,台中市西屯區台灣大道三段251號B2,04-2259-3365
喫茶趣,台中店(老虎城),台中市西屯區河南路3段120號B1(TigerCity),04-3606-8899
喫茶小舖,中華店,台中市中區中華路一段116號,04-22290036
喫茶小舖,公園店,台中市中區公園路22號,04-22255111
喫茶小舖,五權店,台中市北區五權路176-15號,04-22063689
喫茶小舖,健行店,台中市北區健行路538號,04-22077936
喫茶小舖,北平店,台中市北區北平路二段112號,04-22917846
喫茶小舖,北平二店,台中市北區北平路二段25-5號,04-22912366
喫茶小舖,一中太平店,台中市北區太平路93號,04-22269933
喫茶小舖,民權店（品牌旗艦店）,台中市北區民權路474號,04-22055533
喫茶小舖,永興店,台中市北區永興街107號,04-22385533
喫茶小舖,漢口店,台中市北區漢口路四段369號,04-22365553
喫茶小舖,一中育才北店,台中市北區育才北路48號,04-22265533
喫茶小舖,興進店,台中市北區興進路74號,04-22355533
喫茶小舖,中清店,台中市北屯區中清路108-29號,04-24262977
喫茶小舖,水湳一店,台中市北屯區中清路二段150號,04-22980850
喫茶小舖,中清店,台中市北屯區中清路二段926號,04-24262977
喫茶小舖,北屯太原店,台中市北屯區北屯路174號,04-22355858
喫茶小舖,北平三店,台中市北屯區北平路三段160號,04-22349230
喫茶小舖,四張犁店,台中市北屯區后庄路1126號,04-24227390
喫茶小舖,四平店,台中市北屯區四平路11號,04-22956162
喫茶小舖,昌平店,台中市北屯區昌平路一段196號,04-22315182
喫茶小舖,昌平二店,台中市北屯區昌平路二段2-32號,04-22475313
喫茶小舖,東山店,台中市北屯區東山路一段65號,04-24375318
喫茶小舖,大坑東山店,台中市北屯區東山路二段35號,04-22393330
喫茶小舖,松竹店,台中市北屯區松竹路二段100號,04-22467865
喫茶小舖,興安店,台中市北屯區興安路一段231號,04-22413822
喫茶小舖,軍功店,台中市北屯區軍功路一段728號,04-24378377
喫茶小舖,南門店,台中市南區南門路148號,04-22852098
喫茶小舖,忠孝二店,台中市南區台中路63號,04-22278977
喫茶小舖,大慶店,台中市南區大慶街二段12-8號,04-22600089
喫茶小舖,復興店,台中市南區復興路一段479號,04-22605605
喫茶小舖,忠孝店,台中市南區忠孝路131號,04-22859682
喫茶小舖,美村南店,台中市南區美村南路249號,04-22607280
喫茶小舖,美村光輝店,台中市南區美村路二段74號,04-23760855
喫茶小舖,公益二店,台中市南屯區公益路二段154號,04-23271330
喫茶小舖,東興南屯店,台中市南屯區南屯路二段48號,04-24730180
喫茶小舖,向心南店,台中市南屯區向心南路974號,04-24738810
喫茶小舖,大墩二店,台中市南屯區大墩路239號,04-24735503
喫茶小舖,大墩店,台中市南屯區大墩路912號,04-23274818
喫茶小舖,永春店,台中市南屯區忠勇路12-23,04-23808766
喫茶小舖,永春店,台中市南屯區永春路37號,04-23808766
喫茶小舖,黎明南屯店,台中市南屯區黎明路一段1035號,04-23853388
喫茶小舖,黎明二店,台中市南屯區黎明路二段500號,04-22589568
喫茶小舖,后里甲后店,台中市后里區甲后路436號,04-25586368
喫茶小舖,后里甲后店,台中市后里區甲后路一段646號,04-25586368
喫茶小舖,后里甲后店,台中市外埔區甲后路436號,04-25586368
喫茶小舖,大甲東店,台中市外埔區甲后路715號,04-26868121
喫茶小舖,大甲東店,台中市外埔區甲后路五段５５號,04-26868121
喫茶小舖,大甲日南店,台中市大甲區日南里青年路76號,04-26816895
喫茶小舖,大甲蔣公店,台中市大甲區蔣公路155號,04-26868102
喫茶小舖,大里中興店,台中市大里區中興路二段392-2號,04-24850747
喫茶小舖,大里中興店,台中市大里區中興路二段392之2號,04-24850747
喫茶小舖,大里大明店,台中市大里區大明路239號,04-24875869
喫茶小舖,大里大明店,台中市大里區大明路263號,04-24875869
喫茶小舖,大里成功店,台中市大里區成功二路118號,04-24965977
喫茶小舖,大里成功店,台中市大里區成功二路1號,04-24965977
喫茶小舖,大里東榮店,台中市大里區東榮路318號,04-24820920
喫茶小舖,大里長興店,台中市大里區長興一街25號1樓,04-24065757
喫茶小舖,大雅清泉崗店,台中市大雅區中清路四段297號,04-25603531
喫茶小舖,大雅清泉崗店,台中市大雅區中清路四段879號,04-25603531
喫茶小舖,大雅學府店,台中市大雅區學府路318號,04-25603199
喫茶小舖,太平勤益店,台中市太平區中山路一段266號,04-23933378
喫茶小舖,太平中山店,台中市太平區中山路三段88號,04-23939396
喫茶小舖,太平精武店,台中市太平區中山路四段162號,04-23951777
喫茶小舖,太平慈明店,台中市太平區光德路375巷7號,04-22778001
喫茶小舖,太平長億店,台中市太平區太平路100號,04-22771165
喫茶小舖,太平太平店,台中市太平區太平路595號,04-22761175
喫茶小舖,太平新仁店,台中市太平區新仁路一段204-1號,04-22737058
喫茶小舖,太平新仁店,台中市太平區新仁路一段204號,04-22737058
喫茶小舖,太平新平店,台中市太平區新平路二段164號,04-22799592
喫茶小舖,太平東平店,台中市太平區東平路820號,04-22788890
喫茶小舖,太平樹孝店,台中市太平區樹孝路61號,04-23936678
喫茶小舖,太平樹德二店,台中市太平區樹德路306號,04-23952993
喫茶小舖,太平樹德店,台中市太平區樹德路61號,04-23959885
喫茶小舖,新社店,台中市新社區興安路18號,04-25820667
喫茶小舖,東勢中山店,台中市東勢區中山路57號,04-25872088
喫茶小舖,十甲東店,台中市東區十甲東路574號,04-22135667
喫茶小舖,大智店,台中市東區大智路13號,04-22203118
喫茶小舖,大智店,台中市東區大智路57號,04-22278977
喫茶小舖,振興店,台中市東區振興路345號,04-22113977
喫茶小舖,自由店,台中市東區自由路三段197號,04-22152755
喫茶小舖,自由店,台中市東區自由路三段203號,04-22152755
喫茶小舖,沙鹿靜宜店,台中市沙鹿區中棲路173號,04-26334135
喫茶小舖,沙鹿光華店,台中市沙鹿區光華路321號,04-26628528
喫茶小舖,沙鹿光華店,台中市沙鹿區光華路333號,04-26628528
喫茶小舖,清水中山店,台中市清水區中山路164號,04-26228800
喫茶小舖,潭子勝利店,台中市潭子區勝利路280號,04-25356299
喫茶小舖,潭子大豐店,台中市潭子區大豐路三段128-25號,04-25314058
喫茶小舖,潭子大豐店,台中市潭子區大豐路三段128之25號,04-25314058
喫茶小舖,潭子復興店,台中市潭子區復興路一段42-1號,04-25360176
喫茶小舖,大雅馬岡店,台中市潭子區雅潭路一段131號,04-25668224
喫茶小舖,潭子頭張店,台中市潭子區頭張路1段143號,04-25340342
喫茶小舖,烏日中山店,台中市烏日區中山路二段181號,04-23375652
喫茶小舖,烏日林新店,台中市烏日區健行路298號,04-23366438
喫茶小舖,烏日溪南店,台中市烏日區溪南路一段710號,04-23358053
喫茶小舖,神岡中山店,台中市神岡區中山路1306號左側,04-25621308
喫茶小舖,神岡社口店,台中市神岡區中山路637號,04-25617623
喫茶小舖,神岡中正店,台中市神岡區中正路82號,04-25622201
喫茶小舖,中華師苑店,台中市西區中華路一段3號,04-22293300
喫茶小舖,公益店,台中市西區公益路98號,04-23262926
喫茶小舖,向上店,台中市西區向上路一段185號,04-23026233
喫茶小舖,林森店,台中市西區林森路241號,04-23722030
喫茶小舖,繼光店,台中市西區民權路71號,04-22256575
喫茶小舖,精誠店,台中市西區精誠路105-5號,04-23209033
喫茶小舖,精誠店,台中市西區精誠路91號,04-23209033
喫茶小舖,繼光三代店,台中市西區繼光街21號,04-22256575
喫茶小舖,美村店,台中市西區美村路一段648號,04-23755050
喫茶小舖,廣福店,台中市西屯區廣福路318號,04-27067566
喫茶小舖,東海學生餐廳店,台中市西屯區東海大學中港路三段181號,04-23550655
喫茶小舖,河南店,台中市西屯區河南路二段362號,04-27003363
喫茶小舖,福星店,台中市西屯區福星路317號,04-27003696
喫茶小舖,福星二店,台中市西屯區福星路586號,04-27075339
喫茶小舖,中科店,台中市西屯區西屯路三段166-4號,04-24613956
喫茶小舖,中科店,台中市西屯區西屯路三段166之4號,04-24613956
喫茶小舖,西屯總店,台中市西屯區西屯路二段10-3號,04-23140999
喫茶小舖,青海店,台中市西屯區青海路一段15號,04-23115533
喫茶小舖,黎明朝富店,台中市西屯區黎明路二段943號,04-22551751
喫茶小舖,豐原三豐店,台中市豐原區三豐路632號,04-25286468
喫茶小舖,豐原三豐店,台中市豐原區三豐路二段108號,04-25286468
喫茶小舖,豐原中正店,台中市豐原區中正路755號,04-25266626
喫茶小舖,豐原信義店,台中市豐原區信義街107號,04-25255211
喫茶小舖,豐原向陽店,台中市豐原區向陽路136號,04-25298183
喫茶小舖,豐原成功店,台中市豐原區成功路186號,04-25272875
喫茶小舖,豐原豐勢店,台中市豐原區豐勢路二段760號,04-25132708
喫茶小舖,豐原豐北店,台中市豐原區豐北街334號,04-25151966
喫茶小舖,豐原豐東店,台中市豐原區豐東路156號,04-25228866
喫茶小舖,霧峰中正店,台中市霧峰區中正路1160號,04-23300520
喫茶小舖,霧峰中正店,台中市霧峰區中正路899號,04-23300520
喫茶小舖,霧峰四德店,台中市霧峰區四德路401號,04-23301239
喫茶小舖,霧峰樹仁店,台中市霧峰區樹仁路56號,04-23301239
喫茶小舖,東海國際店,台中市龍井區國際街151號,04-26315695
喫茶小舖,東海新興店,台中市龍井區新興路38-8號,04-26334568
喫茶小舖,東海遊園南店,台中市龍井區遊園南路238號,04-26525755
喫茶小舖,東海遊園南店,台中市龍井區遊園南路268號,04-26525755
英國藍,台中大德店,台中市北區大德街57號,04-22035003
英國藍,台中北平店,台中市北屯區北平路三段148號,04-22361718
英國藍,台中忠孝店,台中市南區忠孝路149-1號,04-22852821
英國藍,台中大雅學府店,台中市大雅區學府路139號,04-25667477
嚮茶,台中中友店,台中市北區三民路三段193號,04-22259959
嚮茶,台中昌平店,台中市北區瀋陽路三段189號,04-22438985
嚮茶,台中昌平店,台中市北屯區瀋陽路三段189號,04-22438985
嚮茶,台中河南店,台中市南屯區河南路四段500號,04-23808242
嚮茶,靜宜大學店,台中市沙鹿區靜宜大學中棲路200號,04-26311078
50嵐,公園店,台中市中區公園路28號,04-2223-7886
50嵐,一中店,台中市北區一中街87-1號,04-22256688
50嵐,健行店,台中市北區健行路516號,04-2208-3365
50嵐,北平店,台中市北區北平路二段168號,04-2299-3093
